,problem,username,cycle_list,is_success,cycle_num_edges,has_cycle,has_long_cycle,not_has_cycle,cycle_num_edits_with_missing_clues,cycle_num_rewrite_edits,cycle_num_trivial_edits,cycle_clues,cycle_edits,has_breakout_edge,breakout_edge_tags,has_0_breakout_edge,has_m_breakout_edge,has_a_breakout_edge,has_l_breakout_edge,has_d_breakout_edge,cycle_has_only_trivial_edits,cycle_has_only_rewrite_edits,has_substantial_edits,has_missing_clues,not_has_missing_clues
0,generateCardDeck,student23,"[(1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1)]",False,6,True,True,False,6,6,3,"[{1, 2, 4}, {1, 2, 4}, {1, 2, 4}, {1, 2, 4}, {1, 2, 4}, {1, 2, 4}]","[[0], ['m2'], ['m2'], [0], [0], ['m2']]",False,[],False,False,False,False,False,False,True,False,True,False
1,generateCardDeck,student33,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
2,generateCardDeck,student35,"[(3, 3)]",False,1,True,False,False,1,1,0,"[{1, 2, 4}]",[['m4']],True,['m4'],False,True,False,False,False,False,True,False,True,False
3,generateCardDeck,student40,"[(1, 1), (1, 1)]",True,2,True,False,False,0,1,0,"[{1, 2, 3, 4, 5}, {1, 2, 3, 4, 5}]","[['a3'], ['m3']]",True,['m3'],False,True,False,False,False,False,False,True,False,True
4,generateCardDeck,student44,"[(3, 2), (2, 3)]",False,2,True,False,False,2,2,2,"[{2, 4}, {2, 4}]","[[0], [0]]",False,[],False,False,False,False,False,True,True,False,True,False
5,generateCardDeck,student50,"[(1, 1), (1, 1)]",True,2,True,False,False,0,2,0,"[{1, 2, 3, 4, 5}, {1, 2, 3, 4, 5}]","[['m3'], ['m3']]",True,[0],True,False,False,False,False,False,True,False,False,True
6,generateCardDeck,student59,"[(3, 3), (3, 3), (3, 3), (3, 3)]",False,4,True,True,False,4,3,2,"[{1, 2, 5}, {1, 2, 3, 5}, {1, 2, 3, 5}, {1, 2, 3, 5}]","[[0], ['a3'], ['l3'], [0]]",False,[],False,False,False,False,False,False,False,True,True,False
7,generateCardDeck,student60,"[(1, 6), (6, 1)]",True,2,True,False,False,2,1,0,"[{1, 2, 3, 4}, {1, 2, 3, 4}]","[['a3'], ['m3']]",True,['l3'],False,False,False,True,False,False,False,True,True,False
8,generateCardDeck,student63,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
9,generateCardDeck,student64,"[(1, 3), (3, 1)]",True,2,True,False,False,2,1,0,"[{2, 3}, {2, 3}]","[['a3'], ['l3']]",True,[0],True,False,False,False,False,False,False,True,True,False
10,generateCardDeck,student69,"[(1, 1)]",False,1,True,False,False,1,1,1,"[{1, 2}]",[[0]],True,[0],True,False,False,False,False,True,True,False,True,False
11,generateCardDeck,student75,"[(1, 5), (5, 1), (1, 5)]",False,3,True,False,False,3,3,3,"[{1, 2}, {1, 2}, {1, 2}]","[[0], [0], [0]]",False,[],False,False,False,False,False,True,True,False,True,False
12,generateCardDeck,student79,"[(1, 1), (1, 1)]",False,2,True,False,False,2,2,0,"[{1, 2, 3, 4}, {1, 2, 3, 4}]","[['m3'], ['m3']]",False,[],False,False,False,False,False,False,True,False,True,False
13,fib,student11,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
14,fib,student13,"[(9, 7), (7, 9), (9, 7), (7, 9)]",True,4,True,True,False,4,4,4,"[{1, 2}, {1, 2}, {1, 2}, {1, 2}]","[[0], [0], [0], [0]]",True,['a4'],False,False,True,False,False,True,True,False,True,False
15,fib,student16,"[(6, 6)]",False,1,True,False,False,1,0,0,"[{2, 5}]",[['a2']],False,[],False,False,False,False,False,False,False,True,True,False
16,fib,student2,"[(6, 6), (6, 6)]",True,2,True,False,False,2,2,0,"[{2, 5}, {2, 5}]","[['m2'], ['m2']]",True,['m5'],False,True,False,False,False,False,True,False,True,False
17,fib,student22,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
18,fib,student37,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
19,fib,student5,"[(6, 6), (6, 6)]",False,2,True,False,False,2,2,1,"[{2, 5}, {2, 5}]","[[0], ['m2']]",False,[],False,False,False,False,False,False,True,False,True,False
20,fib,student8,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
21,pattern,student17,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
22,pattern,student25,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
23,pattern,student26,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
24,pattern,student3,"[(2, 9), (9, 5), (5, 2)]",False,3,True,False,False,2,1,0,"[{1, 2, 3, 4, 5}, {1, 4, 5}, {1, 4, 5}]","[['a2', 'a3'], ['d2', 'd3'], ['m4']]",True,[0],True,False,False,False,False,False,False,True,False,True
25,pattern,student4,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
26,pattern,student41,"[(1, 1)]",True,1,True,False,False,1,1,0,"[{2, 3, 4, 5}]",[['m4']],True,['m4'],False,True,False,False,False,False,True,False,True,False
27,total_bill,student23,"[(2, 6), (6, 2)]",False,2,True,False,False,2,2,1,"[{1, 2, 3, 5, 6, 8}, {1, 2, 3, 5, 6, 8}]","[[0], ['m2']]",True,"['a4', 'd5']",False,False,True,False,True,False,True,False,True,False
28,total_bill,student33,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
29,total_bill,student35,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
30,total_bill,student40,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
31,total_bill,student44,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
32,total_bill,student50,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
33,total_bill,student59,"[(8, 4), (4, 8)]",False,2,True,False,False,2,2,1,"[{1, 2, 3, 4, 5, 6, 8}, {1, 2, 3, 4, 5, 6, 8}]","[['m6'], [0]]",False,[],False,False,False,False,False,False,True,False,True,False
34,total_bill,student60,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
35,total_bill,student63,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
36,total_bill,student64,"[(9, 9)]",True,1,True,False,False,1,1,1,"[{2, 4, 5, 6}]",[[0]],True,['m4'],False,True,False,False,False,True,True,False,True,False
37,total_bill,student69,"[(3, 3), (3, 3)]",False,2,True,False,False,2,2,0,"[{1, 2, 4, 5, 6}, {1, 2, 4, 5, 6}]","[['l2'], ['m4']]",False,[],False,False,False,False,False,False,True,False,True,False
38,total_bill,student75,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
39,total_bill,student79,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
40,translate,student23,"[(3, 3)]",False,1,True,False,False,1,1,1,"[{1, 2, 4}]",[[0]],False,[],False,False,False,False,False,True,True,False,True,False
41,translate,student50,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
42,translate,student59,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
43,translate,student60,"[(8, 8)]",True,1,True,False,False,1,1,1,"[{1, 2, 4, 5}]",[[0]],True,['a6'],False,False,True,False,False,True,True,False,True,False
44,translate,student64,"[(5, 5), (5, 5)]",False,2,True,False,False,2,2,0,"[{4, 5}, {4, 5}]","[['m4'], ['m4']]",False,[],False,False,False,False,False,False,True,False,True,False
45,translate,student69,"[(2, 2)]",False,1,True,False,False,1,1,0,"[{2, 3, 4}]",[['m4']],False,[],False,False,False,False,False,False,True,False,True,False
46,translate,student75,"[(2, 1), (1, 2)]",False,2,True,False,False,2,2,2,"[{2, 4, 6}, {2, 4, 6}]","[[0], [0]]",False,[],False,False,False,False,False,True,True,False,True,False
47,student_grades,student11,"[(7, 7), (7, 7)]",False,2,True,False,False,2,2,1,"[{2}, {2}]","[['m2'], [0]]",False,[],False,False,False,False,False,False,True,False,True,False
48,student_grades,student16,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
49,student_grades,student2,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
50,student_grades,student5,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
51,student_grades,student61,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
52,student_grades,student74,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
53,convert,student10,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
54,convert,student17,"[(42, 22), (22, 42)]",True,2,True,False,False,2,1,0,"[{2, 3, 4}, {2, 3, 4}]","[['a3'], ['m3']]",True,['m4'],False,True,False,False,False,False,False,True,True,False
55,convert,student21,"[(0, 40), (40, 34), (34, 0)]",True,3,True,False,False,3,3,2,"[{2, 3, 4, 5}, {2, 3, 4, 5}, {2, 3, 4, 5}]","[[0], [0], ['m4']]",True,['m4'],False,True,False,False,False,False,True,False,True,False
56,convert,student25,"[(32, 32)]",False,1,True,False,False,1,1,0,"[{2, 4}]",[['l4']],False,[],False,False,False,False,False,False,True,False,True,False
57,convert,student26,"[(20, 20)]",False,1,True,False,False,1,1,0,[{2}],[['m2']],False,[],False,False,False,False,False,False,True,False,True,False
58,convert,student3,"[(10, 16), (16, 10)]",False,2,True,False,False,2,0,0,"[set(), {2}]","[['d1', 'd2'], ['a2']]",True,[0],True,False,False,False,False,False,False,True,True,False
59,convert,student30,"[(28, 28)]",False,1,True,False,False,1,1,1,"[{2, 4}]",[[0]],True,"['a3', 'm4']",False,False,True,False,False,True,True,False,True,False
60,convert,student4,"[(34, 34)]",False,1,True,False,False,1,1,0,"[{2, 4}]",[['l2']],True,['m2'],False,True,False,False,False,False,True,False,True,False
61,convert,student41,"[(0, 0)]",False,1,True,False,False,1,1,0,"[{2, 3, 4}]",[['m4']],False,[],False,False,False,False,False,False,True,False,True,False
62,convert,student51,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
63,sortBySuccessRate,student23,"[(1, 1)]",False,1,True,False,False,1,1,0,"[{1, 2, 3, 5}]",[['m5']],True,['m1'],False,True,False,False,False,False,True,False,True,False
64,sortBySuccessRate,student33,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
65,sortBySuccessRate,student35,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
66,sortBySuccessRate,student40,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
67,sortBySuccessRate,student44,"[(17, 17)]",False,1,True,False,False,1,1,1,"[{2, 3, 5}]",[[0]],False,[],False,False,False,False,False,True,True,False,True,False
68,sortBySuccessRate,student50,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
69,sortBySuccessRate,student59,"[(16, 16)]",False,1,True,False,False,1,1,1,"[{1, 6}]",[[0]],False,[],False,False,False,False,False,True,True,False,True,False
70,sortBySuccessRate,student60,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
71,sortBySuccessRate,student63,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
72,sortBySuccessRate,student64,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
73,sortBySuccessRate,student69,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
74,sortBySuccessRate,student75,"[(3, 12), (12, 22), (22, 3)]",False,3,True,False,False,3,3,3,"[{1}, {1}, {1}]","[[0], [0], [0]]",False,[],False,False,False,False,False,True,True,False,True,False
75,sortBySuccessRate,student79,"[(11, 11)]",False,1,True,False,False,0,1,1,"[{1, 2, 3, 4, 5, 6}]",[[0]],False,[],False,False,False,False,False,True,True,False,False,True
76,laugh,student11,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
77,laugh,student13,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
78,laugh,student2,"[(23, 10), (10, 17), (17, 23)]",False,3,True,False,False,2,0,0,"[{1, 3, 5, 6}, {1, 2, 3, 4, 5, 6}, {1, 3, 5, 6}]","[['m3', 'a5', 'a6'], ['a2', 'm3', 'a4', 'm5', 'm6'], ['l3', 'd2', 'd4']]",True,['d5'],False,False,False,False,True,False,False,True,False,True
79,laugh,student22,"[(5, 5)]",False,1,True,False,False,1,1,1,[{3}],[[0]],True,['d3'],False,False,False,False,True,True,True,False,True,False
80,laugh,student37,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
81,laugh,student5,"[(2, 2)]",False,1,True,False,False,1,1,0,"[{1, 4, 6}]",[['m4']],False,[],False,False,False,False,False,False,True,False,True,False
82,laugh,student72,"[(12, 25), (25, 12), (12, 25)]",False,3,True,False,False,3,1,1,"[{1, 2, 3, 5, 6}, {1, 2, 3, 6}, {1, 2, 3, 5, 6}]","[[0], ['d5'], ['a5']]",False,[],False,False,False,False,False,False,False,True,True,False
83,laugh,student8,"[(15, 30), (30, 15)]",False,2,True,False,False,2,1,0,"[{1, 2, 4, 5, 6}, {1, 2, 4, 5, 6}]","[['a5'], ['l5']]",True,[0],True,False,False,False,False,False,False,True,True,False
84,times_with,student23,"[(4, 4), (4, 4), (4, 4)]",False,3,True,False,False,3,3,1,"[{1, 2, 3, 4}, {1, 2, 3, 4}, {1, 2, 3, 4}]","[['m3'], ['m2'], [0]]",False,[],False,False,False,False,False,False,True,False,True,False
85,times_with,student35,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
86,times_with,student40,"[(4, 4), (4, 4)]",False,2,True,False,False,2,1,1,"[{1, 2, 3, 4}, {1, 2, 3, 4}]","[['a2'], [0]]",False,[],False,False,False,False,False,False,False,True,True,False
87,times_with,student50,"[(5, 5)]",False,1,True,False,False,1,1,1,"[{3, 4}]",[[0]],True,['m4'],False,True,False,False,False,True,True,False,True,False
88,times_with,student59,"[(4, 4)]",False,1,True,False,False,1,0,0,"[{1, 2, 3, 5}]",[['a5']],True,['m2'],False,True,False,False,False,False,False,True,True,False
89,times_with,student60,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
90,times_with,student63,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
91,times_with,student64,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
92,times_with,student69,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
93,times_with,student75,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
94,times_with,student79,"[(1, 1), (1, 1), (1, 1)]",False,3,True,False,False,3,3,0,"[{1, 2, 3, 5}, {1, 2, 3, 5}, {1, 2, 3, 5}]","[['l5'], ['m2'], ['m3']]",False,[],False,False,False,False,False,False,True,False,True,False
95,readingIceCream,student27,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
96,readingIceCream,student29,"[(7, 7), (7, 7), (7, 7)]",False,3,True,False,False,3,3,0,"[{2, 3, 4, 5, 6, 7}, {2, 3, 4, 5, 6, 7}, {2, 3, 4, 5, 6, 7}]","[['m2'], ['m2'], ['m3']]",False,[],False,False,False,False,False,False,True,False,True,False
97,readingIceCream,student32,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
98,readingIceCream,student34,"[(7, 16), (16, 8), (8, 7)]",False,3,True,False,False,3,1,0,"[{4, 6}, {3, 4, 5, 6}, {3, 4, 5, 6}]","[['m4', 'd5'], ['a3', 'm5'], ['l3']]",False,[],False,False,False,False,False,False,False,True,True,False
99,readingIceCream,student49,"[(10, 5), (5, 10)]",False,2,True,False,False,2,2,1,"[{1, 2, 4, 5, 6}, {1, 2, 4, 5, 6}]","[[0], ['m2']]",False,[],False,False,False,False,False,False,True,False,True,False
100,readingIceCream,student62,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
101,readingIceCream,student66,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
102,readingIceCream,student67,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
103,readingIceCream,student68,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
104,readingIceCream,student70,"[(3, 3)]",True,1,True,False,False,0,0,0,"[{1, 2, 3, 4, 5, 6, 7}]",[['a5']],True,['m5'],False,True,False,False,False,False,False,True,False,True
105,readingIceCream,student78,"[(5, 9), (9, 5)]",False,2,True,False,False,2,0,0,"[{1, 2}, {1, 2, 4, 5, 6, 7}]","[['d4', 'd5', 'd6', 'd7'], ['a4', 'a5', 'a6', 'a7']]",False,[],False,False,False,False,False,False,False,True,True,False
106,set_chars,student19,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
107,set_chars,student20,"[(9, 9)]",True,1,True,False,False,1,1,1,"[{2, 3}]",[[0]],True,['a5'],False,False,True,False,False,True,True,False,True,False
108,set_chars,student36,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
109,set_chars,student38,"[(1, 1), (1, 1)]",False,2,True,False,False,2,2,1,"[{2}, {2}]","[['m2'], [0]]",False,[],False,False,False,False,False,False,True,False,True,False
110,set_chars,student42,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
111,set_chars,student43,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
112,set_chars,student57,"[(5, 4), (4, 5)]",True,2,True,False,False,2,2,0,"[{1, 2, 3, 4}, {1, 2, 3, 4}]","[['m4'], ['l4']]",True,['a5'],False,False,True,False,False,False,True,False,True,False
113,set_chars,student77,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
114,find_multiples,student11,"[(4, 4), (4, 4)]",False,2,True,False,False,2,2,2,"[set(), set()]","[[0], [0]]",True,[0],True,False,False,False,False,True,True,False,True,False
115,find_multiples,student13,"[(4, 4)]",True,1,True,False,False,1,1,1,[{1}],[[0]],True,['a2'],False,False,True,False,False,True,True,False,True,False
116,find_multiples,student16,"[(5, 5)]",False,1,True,False,False,1,1,1,[{2}],[[0]],False,[],False,False,False,False,False,True,True,False,True,False
117,find_multiples,student2,"[(6, 6)]",False,1,True,False,False,1,1,1,[set()],[[0]],False,[],False,False,False,False,False,True,True,False,True,False
118,find_multiples,student22,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
119,find_multiples,student5,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
120,find_multiples,student61,"[(4, 4)]",True,1,True,False,False,1,1,1,[{1}],[[0]],True,['a2'],False,False,True,False,False,True,True,False,True,False
121,find_multiples,student72,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
122,find_multiples,student74,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
123,print_time,student12,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
124,print_time,student36,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
125,print_time,student38,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
126,print_time,student42,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
127,print_time,student43,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
128,print_time,student54,"[(10, 10)]",True,1,True,False,False,1,1,0,"[{2, 3, 4}]",[['m3']],True,"['m2', 'm3', 'a5']",False,False,True,False,False,False,True,False,True,False
129,remove_odd,student0,"[(2, 4), (4, 2)]",True,2,True,False,False,1,0,0,"[{1, 2, 4}, {1, 2, 3, 4}]","[['d3'], ['a3']]",True,['m3'],False,True,False,False,False,False,False,True,False,True
130,remove_odd,student10,"[(2, 2), (2, 2)]",False,2,True,False,False,2,2,0,"[{2, 3, 4}, {2, 3, 4}]","[['l3'], ['l3']]",False,[],False,False,False,False,False,False,True,False,True,False
131,remove_odd,student17,"[(2, 4), (4, 2)]",False,2,True,False,False,2,1,1,"[set(), {1, 2}]","[[0], ['a1', 'a2']]",False,[],False,False,False,False,False,False,False,True,True,False
132,remove_odd,student18,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
133,remove_odd,student21,"[(2, 5), (5, 2), (2, 5)]",False,3,True,False,False,3,3,0,"[{2, 3}, {2, 3}, {2, 3}]","[['m2', 'm3'], ['l2', 'l3'], ['m2', 'm3']]",False,[],False,False,False,False,False,False,True,False,True,False
134,remove_odd,student25,"[(4, 4)]",False,1,True,False,False,0,1,1,"[{1, 2, 3, 4}]",[[0]],False,[],False,False,False,False,False,True,True,False,False,True
135,remove_odd,student26,"[(0, 2), (2, 0)]",False,2,True,False,False,2,2,1,"[{2}, {2}]","[[0], ['m2']]",False,[],False,False,False,False,False,False,True,False,True,False
136,remove_odd,student3,"[(2, 4), (4, 2)]",False,2,True,False,False,2,2,0,"[{2, 3}, {2, 3}]","[['l3'], ['m3']]",False,[],False,False,False,False,False,False,True,False,True,False
137,remove_odd,student4,"[(4, 4), (4, 4), (4, 4), (4, 4)]",False,4,True,True,False,4,4,4,"[{2, 3, 4}, {2, 3, 4}, {2, 3, 4}, {2, 3, 4}]","[[0], [0], [0], [0]]",True,[0],True,False,False,False,False,True,True,False,True,False
138,remove_odd,student41,"[(1, 1), (1, 1)]",False,2,True,False,False,0,2,1,"[{1, 2, 3, 4}, {1, 2, 3, 4}]","[[0], ['m3']]",False,[],False,False,False,False,False,False,True,False,False,True
139,remove_odd,student48,"[(2, 2)]",False,1,True,False,False,1,0,0,"[{2, 3}]",[['a3']],False,[],False,False,False,False,False,False,False,True,True,False
140,remove_odd,student51,"[(4, 4), (4, 4)]",False,2,True,False,False,2,2,2,"[{2, 3, 4}, {2, 3, 4}]","[[0], [0]]",True,['m3'],False,True,False,False,False,True,True,False,True,False
141,subtract_add,student27,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
