,problem,username,cycle_list,is_success,cycle_num_edges,has_cycle,has_long_cycle,not_has_cycle,cycle_num_edits_with_missing_clues,cycle_num_rewrite_edits,cycle_num_trivial_edits,cycle_clues,cycle_edits,has_breakout_edge,breakout_edge_tags,has_0_breakout_edge,has_m_breakout_edge,has_a_breakout_edge,has_l_breakout_edge,has_d_breakout_edge,cycle_has_only_trivial_edits,cycle_has_only_rewrite_edits,has_substantial_edits,has_missing_clues,not_has_missing_clues
142,subtract_add,student29,"[(11, 11)]",True,1,True,False,False,0,0,0,"[{1, 2, 3, 4, 5}]",[['a4']],True,[0],True,False,False,False,False,False,False,True,False,True
143,subtract_add,student32,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
144,subtract_add,student49,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
145,subtract_add,student62,"[(11, 11), (11, 11)]",False,2,True,False,False,2,2,1,"[{2, 3, 5}, {2, 3, 5}]","[[0], ['m3']]",True,['a4'],False,False,True,False,False,False,True,False,True,False
146,subtract_add,student66,"[(13, 13)]",True,1,True,False,False,0,0,0,"[{1, 2, 3, 4, 5}]",[['a2']],True,[0],True,False,False,False,False,False,False,True,False,True
147,subtract_add,student67,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
148,subtract_add,student68,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
149,findHorizontals,student27,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
150,findHorizontals,student32,"[(11, 11)]",False,1,True,False,False,1,1,1,"[{2, 3, 4, 5}]",[[0]],False,[],False,False,False,False,False,True,True,False,True,False
151,findHorizontals,student49,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
152,findHorizontals,student62,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
153,findHorizontals,student66,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
154,findHorizontals,student67,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
155,findHorizontals,student70,"[(1, 0), (0, 1)]",False,2,True,False,False,2,0,0,"[{2, 3, 4}, {2, 3, 4, 5}]","[['d5'], ['a5']]",True,[0],True,False,False,False,False,False,False,True,True,False
156,findHorizontals,student78,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
157,altText,student23,"[(5, 5), (5, 5)]",True,2,True,False,False,1,1,0,"[{1, 2, 4}, {1, 2, 3, 4}]","[['m2'], ['l2', 'a3']]",True,['m2'],False,True,False,False,False,False,False,True,False,True
158,altText,student35,"[(5, 5)]",True,1,True,False,False,0,1,0,"[{1, 2, 3, 4}]",[['m2']],True,['m2'],False,True,False,False,False,False,True,False,False,True
159,altText,student44,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
160,altText,student59,"[(11, 11), (11, 11)]",False,2,True,False,False,2,2,2,"[{1, 3}, {1, 3}]","[[0], [0]]",False,[],False,False,False,False,False,True,True,False,True,False
161,altText,student63,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
162,altText,student75,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
163,combine,student19,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
164,combine,student20,"[(5, 1), (1, 5)]",True,2,True,False,False,2,0,0,"[{1, 2}, {1}]","[['a2'], ['d2']]",True,['a2'],False,False,True,False,False,False,False,True,True,False
165,combine,student42,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
166,combine,student43,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
167,combine,student54,"[(5, 5)]",True,1,True,False,False,1,0,0,"[{1, 3}]",[['a3']],True,"['m1', 'a2']",False,False,True,False,False,False,False,True,True,False
168,topScores,student14,"[(41, 41), (41, 41)]",False,2,True,False,False,2,1,1,"[{2}, {2}]","[['d3'], [0]]",False,[],False,False,False,False,False,False,False,True,True,False
169,topScores,student15,"[(5, 1), (1, 15), (15, 5)]",False,3,True,False,False,3,3,1,"[{1, 2, 3, 4}, {1, 2, 3, 4}, {1, 2, 3, 4}]","[[0], ['l3'], ['m2']]",False,[],False,False,False,False,False,False,True,False,True,False
170,topScores,student24,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
171,topScores,student31,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
172,topScores,student39,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
173,topScores,student53,"[(10, 10)]",True,1,True,False,False,0,1,1,"[{1, 2, 3, 4, 5, 6}]",[[0]],True,"['l1', 'l4']",False,False,False,True,False,True,True,False,False,True
174,topScores,student55,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
175,topScores,student65,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
176,topScores,student7,"[(22, 43), (43, 18), (18, 12), (12, 20), (20, 17), (17, 22)]",False,6,True,True,False,6,4,4,"[{1, 3, 4}, {1, 3, 4}, {1, 3, 4}, {1, 3, 4, 5}, {1, 3, 4, 5}, {1, 3, 4, 5}]","[[0], [0], ['a4'], ['a5'], [0], [0]]",True,[0],True,False,False,False,False,False,False,True,True,False
177,topScores,student9,"[(30, 8), (8, 39), (39, 17), (17, 30)]",False,4,True,True,False,4,3,3,"[{2, 4}, {4}, {4}, {4}]","[[0], ['d2'], [0], [0]]",False,[],False,False,False,False,False,False,False,True,True,False
178,sort_physicists,student12,"[(2, 2), (2, 2)]",True,2,True,False,False,2,2,0,"[{1, 3, 4, 5, 6}, {1, 3, 4, 5, 6}]","[['m5'], ['m1']]",True,['m5'],False,True,False,False,False,False,True,False,True,False
179,sort_physicists,student20,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
180,sort_physicists,student36,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
181,sort_physicists,student38,"[(2, 2)]",False,1,True,False,False,1,1,1,[{1}],[[0]],False,[],False,False,False,False,False,True,True,False,True,False
182,sort_physicists,student43,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
183,sort_physicists,student54,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
184,sort_physicists,student57,"[(0, 0)]",True,1,True,False,False,1,0,0,"[{1, 3, 4, 5, 6}]","[['a4', 'a6']]",True,[0],True,False,False,False,False,False,False,True,True,False
185,sort_physicists,student77,"[(0, 6), (6, 0)]",True,2,True,False,False,0,1,0,"[{1, 2, 3, 4, 5, 6}, {1, 2, 3, 4, 5, 6}]","[['a4'], ['m5']]",True,['m4'],False,True,False,False,False,False,False,True,False,True
186,reverseWords,student1,"[(5, 5)]",True,1,True,False,False,1,1,0,"[{1, 2, 3, 4}]",[['l2']],True,['m2'],False,True,False,False,False,False,True,False,True,False
187,reverseWords,student39,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
188,reverseWords,student46,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
189,reverseWords,student55,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
190,reverseWords,student58,"[(1, 1), (1, 1), (1, 1)]",False,3,True,False,False,3,3,1,"[{2, 5}, {2, 5}, {2, 5}]","[['m2'], ['m5'], [0]]",False,[],False,False,False,False,False,False,True,False,True,False
191,reverseWords,student6,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
192,reverseWords,student7,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
193,planets_mass,student14,"[(7, 7)]",True,1,True,False,False,1,0,0,"[{3, 6}]",[['a6']],True,['m3'],False,True,False,False,False,False,False,True,True,False
194,planets_mass,student24,"[(16, 5), (5, 16)]",False,2,True,False,False,2,2,0,"[{4, 5, 6}, {4, 5, 6}]","[['m4'], ['m4']]",False,[],False,False,False,False,False,False,True,False,True,False
195,planets_mass,student46,"[(16, 16)]",True,1,True,False,False,0,1,1,"[{1, 2, 3, 4, 5, 6}]",[[0]],True,['l1'],False,False,False,True,False,True,True,False,False,True
196,planets_mass,student47,"[(10, 10)]",False,1,True,False,False,1,1,0,"[{2, 3, 5}]",[['m5']],True,"['m2', 'm3']",False,True,False,False,False,False,True,False,True,False
197,planets_mass,student53,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
198,planets_mass,student55,"[(16, 15), (15, 16)]",True,2,True,False,False,1,0,0,"[{1, 4, 5, 6}, {1, 2, 3, 4, 5, 6}]","[['l1', 'd2', 'd3'], ['a2', 'a3', 'm1']]",True,"['m2', 'm3']",False,True,False,False,False,False,False,True,False,True
199,planets_mass,student58,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
200,planets_mass,student65,"[(15, 15), (15, 15)]",False,2,True,False,False,1,0,0,"[{4, 5, 6}, {1, 2, 3, 4, 5, 6}]","[['d1'], ['a1', 'a2', 'a3', 'm4']]",True,['m4'],False,True,False,False,False,False,False,True,False,True
201,increaseScore,student23,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
202,increaseScore,student33,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
203,increaseScore,student35,"[(5, 5)]",False,1,True,False,False,1,1,0,"[{1, 2, 3, 4}]",[['m3']],False,[],False,False,False,False,False,False,True,False,True,False
204,increaseScore,student50,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
205,increaseScore,student59,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
206,increaseScore,student75,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
207,add_up,student1,"[(3, 0), (0, 3)]",False,2,True,False,False,2,2,2,"[{2, 3, 4}, {2, 3, 4}]","[[0], [0]]",False,[],False,False,False,False,False,True,True,False,True,False
208,add_up,student14,"[(3, 3), (3, 3)]",False,2,True,False,False,2,1,1,"[{4, 5, 6}, {4, 5, 6}]","[['a5'], [0]]",True,['d6'],False,False,False,False,True,False,False,True,True,False
209,add_up,student15,"[(3, 3), (3, 3)]",False,2,True,False,False,2,2,1,"[{2, 3, 4, 5}, {2, 3, 4, 5}]","[['m3'], [0]]",False,[],False,False,False,False,False,False,True,False,True,False
210,add_up,student24,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
211,add_up,student31,"[(11, 11)]",False,1,True,False,False,1,1,0,"[{1, 3, 4}]",[['m1']],True,['m4'],False,True,False,False,False,False,True,False,True,False
212,add_up,student45,"[(3, 3), (3, 3)]",False,2,True,False,False,2,2,1,"[{2, 3, 4}, {2, 3, 4}]","[['m2', 'm3'], [0]]",False,[],False,False,False,False,False,False,True,False,True,False
213,add_up,student46,"[(3, 3), (3, 3), (3, 3), (3, 3)]",False,4,True,True,False,4,3,3,"[{2, 3, 4}, {2, 3, 4}, {2, 3, 4}, {2, 3, 4}]","[['a3'], [0], [0], [0]]",False,[],False,False,False,False,False,False,False,True,True,False
214,add_up,student47,"[(3, 12), (12, 3)]",False,2,True,False,False,2,2,2,"[{3, 4}, {3, 4}]","[[0], [0]]",False,[],False,False,False,False,False,True,True,False,True,False
215,add_up,student55,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
216,add_up,student58,"[(7, 0), (0, 7)]",False,2,True,False,False,2,0,0,"[{2, 4}, {2, 3, 4}]","[['d3'], ['a3']]",True,['d3'],False,False,False,False,True,False,False,True,True,False
217,add_up,student6,"[(3, 3)]",False,1,True,False,False,1,0,0,"[{2, 4, 5}]","[['m4', 'm2', 'a5']]",True,['a6'],False,False,True,False,False,False,False,True,True,False
218,add_up,student65,"[(3, 7), (7, 3)]",False,2,True,False,False,2,2,1,"[{2, 3, 4, 5}, {2, 3, 4, 5}]","[['m4'], [0]]",True,['a1'],False,False,True,False,False,False,True,False,True,False
219,add_up,student7,"[(3, 3), (3, 3), (3, 3)]",True,3,True,False,False,3,3,3,"[{2, 3, 4, 5}, {2, 3, 4, 5}, {2, 3, 4, 5}]","[[0], [0], [0]]",True,"['d3', 'd2', 'd4', 'd5']",False,False,False,False,True,True,True,False,True,False
220,add_up,student9,"[(7, 3), (3, 7)]",False,2,True,False,False,2,1,1,"[{4, 6}, {4}]","[[0], ['d6']]",False,[],False,False,False,False,False,False,False,True,True,False
221,check_prime,student29,"[(2, 2)]",True,1,True,False,False,1,0,0,"[{1, 2, 3}]",[['a1']],True,[0],True,False,False,False,False,False,False,True,True,False
222,check_prime,student32,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
223,check_prime,student34,"[(2, 2)]",False,1,True,False,False,1,1,0,"[{2, 3}]",[['l3']],False,[],False,False,False,False,False,False,True,False,True,False
224,check_prime,student49,"[(2, 2)]",True,1,True,False,False,1,0,0,"[{1, 2, 3}]",[['a1']],True,['m1'],False,True,False,False,False,False,False,True,True,False
225,check_prime,student66,"[(3, 3), (3, 3)]",True,2,True,False,False,2,1,0,"[{1, 2, 3}, {1, 2, 3}]","[['a1'], ['m1']]",True,['m1'],False,True,False,False,False,False,False,True,True,False
226,check_prime,student67,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
227,check_prime,student68,"[(2, 1), (1, 2)]",False,2,True,False,False,2,2,2,"[{1, 2, 3}, {1, 2, 3}]","[[0], [0]]",False,[],False,False,False,False,False,True,True,False,True,False
228,check_prime,student70,"[(4, 4)]",True,1,True,False,False,1,0,0,"[{1, 3}]",[['a1']],True,['m1'],False,True,False,False,False,False,False,True,True,False
229,sortedBooks,student27,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
230,sortedBooks,student29,"[(6, 12), (12, 6)]",True,2,True,False,False,2,2,2,"[{2, 3, 6}, {2, 3, 6}]","[[0], [0]]",True,[0],True,False,False,False,False,True,True,False,True,False
231,sortedBooks,student32,"[(2, 2)]",False,1,True,False,False,1,1,1,"[{4, 5, 6}]",[[0]],False,[],False,False,False,False,False,True,True,False,True,False
232,sortedBooks,student49,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
233,sortedBooks,student62,"[(11, 11)]",False,1,True,False,False,1,1,0,"[{2, 3}]",[['m3']],False,[],False,False,False,False,False,False,True,False,True,False
234,sortedBooks,student66,"[(8, 8)]",False,1,True,False,False,1,1,0,"[{4, 5}]",[['m5']],False,[],False,False,False,False,False,False,True,False,True,False
235,sortedBooks,student67,"[(4, 13), (13, 4)]",False,2,True,False,False,2,2,2,"[{2, 3, 6}, {2, 3, 6}]","[[0], [0]]",True,['l6'],False,False,False,True,False,True,True,False,True,False
236,sortedBooks,student68,"[(11, 11)]",True,1,True,False,False,1,1,0,"[{1, 2, 3, 6}]",[['m6']],True,"['a4', 'a5']",False,False,True,False,False,False,True,False,True,False
237,sortedBooks,student70,"[(11, 9), (9, 11)]",True,2,True,False,False,2,1,0,"[{1, 2, 3, 6}, {1, 2, 3, 6}]","[['a1'], ['m1']]",True,"['a4', 'a5']",False,False,True,False,False,False,False,True,True,False
238,sortedBooks,student78,"[(3, 3), (3, 3)]",False,2,True,False,False,2,2,2,"[{1, 2, 3, 6}, {1, 2, 3, 6}]","[[0], [0]]",False,[],False,False,False,False,False,True,True,False,True,False
239,percentWin,student0,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
240,percentWin,student10,"[(14, 14)]",False,1,True,False,False,0,0,0,"[{1, 2, 3, 4, 5, 6}]",[['a4']],False,[],False,False,False,False,False,False,False,True,False,True
241,percentWin,student17,"[(11, 11)]",True,1,True,False,False,1,1,0,"[{2, 3}]",[['m3']],True,['m3'],False,True,False,False,False,False,True,False,True,False
242,percentWin,student18,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
243,percentWin,student21,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
244,percentWin,student25,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
245,percentWin,student26,"[(9, 11), (11, 9)]",False,2,True,False,False,2,1,1,"[{2, 3}, {2, 3, 5}]","[[0], ['a5']]",True,[0],True,False,False,False,False,False,False,True,True,False
246,percentWin,student3,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
247,percentWin,student30,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
248,percentWin,student4,"[(14, 14)]",True,1,True,False,False,1,1,0,"[{2, 3, 4, 5, 6}]",[['m4']],True,['m4'],False,True,False,False,False,False,True,False,True,False
249,percentWin,student41,"[(0, 0), (0, 0)]",False,2,True,False,False,2,1,1,"[{1, 2, 3, 5}, {1, 2, 3, 5}]","[['a5'], [0]]",False,[],False,False,False,False,False,False,False,True,True,False
250,percentWin,student51,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
251,changeSection,student10,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
252,changeSection,student17,"[(4, 11), (11, 4)]",False,2,True,False,False,2,1,1,"[{2, 3, 4}, {2, 3, 4}]","[['m2', 'a3', 'a4'], [0]]",False,[],False,False,False,False,False,False,False,True,True,False
253,changeSection,student18,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
254,changeSection,student21,"[(4, 4)]",False,1,True,False,False,0,1,1,"[{1, 2, 3, 4}]",[[0]],True,[0],True,False,False,False,False,True,True,False,False,True
255,changeSection,student25,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
256,changeSection,student26,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
257,changeSection,student3,"[(4, 4), (4, 4), (4, 4)]",False,3,True,False,False,3,3,2,"[{1, 2, 3}, {1, 2, 3}, {1, 2, 3}]","[[0], [0], ['m2', 'm3']]",False,[],False,False,False,False,False,False,True,False,True,False
258,changeSection,student30,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
259,changeSection,student4,"[(4, 4), (4, 4)]",False,2,True,False,False,2,1,1,"[{1, 2}, {1, 2, 3}]","[[0], ['m2', 'a3']]",False,[],False,False,False,False,False,False,False,True,True,False
260,changeSection,student41,"[(9, 9), (9, 9)]",False,2,True,False,False,2,2,0,"[{2, 3, 4}, {2, 3, 4}]","[['m2', 'l3', 'm4'], ['m3']]",False,[],False,False,False,False,False,False,True,False,True,False
261,assessVowels,student13,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
262,assessVowels,student16,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
263,assessVowels,student2,"[(3, 6), (6, 3)]",False,2,True,False,False,2,1,0,"[{2, 3}, {2, 3}]","[['l3', 'd4'], ['m3']]",False,[],False,False,False,False,False,False,False,True,True,False
264,assessVowels,student22,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
265,assessVowels,student37,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
266,assessVowels,student5,"[(0, 0), (0, 0)]",False,2,True,False,False,0,2,0,"[{1, 2, 3, 4}, {1, 2, 3, 4}]","[['m4'], ['m4']]",False,[],False,False,False,False,False,False,True,False,False,True
267,assessVowels,student72,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
268,assessVowels,student74,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
269,add_int,student19,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
270,add_int,student36,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
271,add_int,student38,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
272,add_int,student42,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
273,add_int,student54,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
274,add_int,student77,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
275,create_list,student20,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
276,create_list,student36,"[(5, 5)]",True,1,True,False,False,1,1,1,"[{2, 3, 5}]",[[0]],True,['a4'],False,False,True,False,False,True,True,False,True,False
277,create_list,student42,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
278,create_list,student43,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
279,create_list,student54,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
280,create_list,student57,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
281,getSeason,student1,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
282,getSeason,student14,"[(13, 13)]",False,1,True,False,False,1,1,0,"[{2, 3, 4}]",[['m4']],False,[],False,False,False,False,False,False,True,False,True,False
283,getSeason,student24,"[(4, 4)]",False,1,True,False,False,1,1,1,[{2}],[[0]],False,[],False,False,False,False,False,True,True,False,True,False
284,getSeason,student28,"[(2, 2), (2, 2), (2, 2)]",False,3,True,False,False,3,1,0,"[{1, 2}, {1, 2}, {1, 2, 4}]","[['a1'], ['m2'], ['a4']]",False,[],False,False,False,False,False,False,False,True,True,False
285,getSeason,student39,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
286,getSeason,student46,"[(8, 8)]",True,1,True,False,False,1,1,1,"[{1, 2}]",[[0]],True,['a3'],False,False,True,False,False,True,True,False,True,False
287,getSeason,student47,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
288,getSeason,student65,[],False,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
289,getSeason,student7,[],True,0,False,False,True,0,0,0,[],[],False,[],False,False,False,False,False,False,False,False,False,False
